full_text,username,created_at,klasifikasi
mudik gratis tebak mobil paslon mana yg jelas sih bukan dr genjer kan uban ga,Gi_N0ng,Mon Apr 01 06:41:04 +0000 2024,Netral
mobil harga lcgc klo bawa mudik bakal cap sultan di jamin bakal banyak mau minjem duit amp nitip anak nya cariin kerja di jkt alphard gen 1 ah10 keluar tahun 20032008 harga kisar 125200jt dengan mesin 2400cc 4azfe amp 3000cc 1mzfe,innovacommunity,Mon Apr 01 06:46:11 +0000 2024,Netral
mau mudik decluttering baju,serifkelot,Mon Apr 01 23:23:57 +0000 2024,Netral
kapan amp mana bayar zakat fithri di masjid rumah dah diingetin utk keluar zakat fithri mudik padahal idul fithri 9 hari terus kalo bayar zakat fithri kampung ga tuh miturut jelas ust ammi demikian boleh allaahu alam,Just_Ab1,Mon Apr 01 05:59:35 +0000 2024,Netral
polri terap bijak rekayasa lalu lintas sistem ganjilgenap sesuai kondisi lapang saat arus mudikbalik lebaran 2024 ikut jadwal laku sistem ganjilgenap lama arus mudik arus balik lebaran 2024 sobat polri catat tanggal,DivHumas_Polri,Mon Apr 01 05:04:11 +0000 2024,Netral
sorry lebih tuju ada rutin program mudik gratis bus kereta api kapal ketimbang gratis tarif jalan tol,txttransportasi,Mon Apr 01 04:20:00 +0000 2024,Negatif
slmt pgiee edisi mudik hari si kkak msh ngantuk kalian udh mudik blum nich temu lebaran nnti uncleaunty semua,hharulas,Mon Apr 01 22:56:06 +0000 2024,Netral
thr gaji kerja udah dipajakin mudik bayar tol makin mahal tinggal nunggu waktu aja bbm sama tdl naik karena sembako udah duluan naik tiket kereta api pesawat udah lebih duluan bro naik tuju indonesia emas 2045,FahmiAgustian,Mon Apr 01 22:49:13 +0000 2024,Netral
mashle titip info jual pakan kelinci langgan close mudik cosplay by sender,mashle_fess,Mon Apr 01 07:03:10 +0000 2024,Netral
yang mudik jalur darat plissss bring this udh bulan pake bnr2 ga complain sama sekali loveee love love ringan ngademin kulit merah2 gak lengket gampang blend no white cast spray lembud deserve a virality racuninskincare,skinatvelvet,Mon Apr 01 12:10:38 +0000 2024,Positif
aleg pks jelang arus mudik lebaran 85 88 jembatan nasional kondisi rusak anggota komisi v dpr ri fpks fraksipksdprri pkspembelarakyat pksnomor8,FPKSDPRRI,Mon Apr 01 14:44:25 +0000 2024,Netral
orang orang udah mudik nya lemburrr,faith_ar1,Mon Apr 01 12:54:58 +0000 2024,Netral
nab liat nab kenal ga nab sama nizar temennya ganta nab definisi beli tiket mudik duduk samping nabila taqiyyah,diara12450,Mon Apr 01 02:25:17 +0000 2024,Netral
kalau maudy ayunda bilang jakarta ramai hati sepi moga lebaran jalan jakarta sepi hati ada isi biasa waktu mana bagi jalan jakarta cukup lengang share info ke temantemanmu mudik memang tidak,DivHumas_Polri,Mon Apr 01 05:04:54 +0000 2024,Netral
mudik duluan yaa xixixi,byaancaca,Mon Apr 01 09:52:41 +0000 2024,Netral
optimalisasi arus mudik lebaran 2024 polri jalin kerja sama dengan google maps siaplebaran2024,humaspoldalpg,Mon Apr 01 05:59:47 +0000 2024,Netral
ada kabar baik nih sahabatpupr mau pulang kampung libur guna transportasi darat libur lebaran menteri pupr tengah siap 7 ruas jalan tol baru akan fungsi lancar arus lalu lintas mudik lebaran 2024,KemenPU,Mon Apr 01 09:24:39 +0000 2024,Netral
bahaya bawa barang lebih saat mudik,InsurekaID,Mon Apr 01 08:11:40 +0000 2024,Netral
ken mah mudik happyhappy ketemu keluarga eh malah serang ribu tanya temankami siap tanya iniitu pas mudik adakami selaluadabuatkamu mudik pulangkampung,adakamiofficial,Mon Apr 01 11:00:02 +0000 2024,Netral
akhir rasa mudik sekian lama,Numb3r_onerock,Mon Apr 01 09:47:18 +0000 2024,Netral
mudik,azkgardiaaan,Mon Apr 01 01:17:41 +0000 2024,Netral
yang gak mudik gayjogja gayjogja,aldiihuftt,Mon Apr 01 14:49:50 +0000 2024,Netral
kalog express solusi mudik praktis tanpa bawa barang bawa 2024 kok mudik kayak orang bedol desa udah zaman bestie daripada barangbarang kalian izin bawa masuk dalam kabin ka harus bayar bea lebih bagasi nih tips mudik repot,KAI121,Mon Apr 01 05:00:01 +0000 2024,Netral
polri sama instansi kait siap awal aman operasi ketupat 2024 cipta suasana mudikbalik lebaran 2024 aman nyaman tertib ceria siaplebaran2024,humaspoldalpg,Mon Apr 01 06:00:50 +0000 2024,Netral
klyan mudik egk muts,lovedhdry,Mon Apr 01 13:51:28 +0000 2024,Netral
mudik guna transportasi umum tawar banyak untung banding kendara pribadi guna transportasi umum rupa pilih tepat jalan nyaman aman hemat ramah lingkung siaplebaran2024 sumber,humaspoldalpg,Mon Apr 01 06:03:29 +0000 2024,Netral
abis nganterin pada mudik balik vote fannstar sekarang nyala dede ku secretnumber,annzeei,Mon Apr 01 15:57:15 +0000 2024,Netral
vibes mudik bubar pabrik,whyyes27,Mon Apr 01 09:39:51 +0000 2024,Netral
pakai sodium percarbonate aku beli takjub kaos putih uniqlo kerah item pake bayclin ga mempan bantu temen sampe cuci pake ajaib ilang haru akhir mudik sumatra sampe belabelain bawa untuk emak beli 2 kilo karena murah,andtkk,Mon Apr 01 04:55:28 +0000 2024,Netral
tips mudik sehat musim pancaroba mau mudik lebaran 2024 sobat polri tahu nih beberapa tips nyaman hari raya tetap sehat mudik lebaran 2024 musim pancaroba ikut siaplebaran2024 sumber,HumasPoldaJatim,Mon Apr 01 05:29:44 +0000 2024,Netral
ri tak bisa gratis tarif tol mudik malaysia kenapa,geloraco,Mon Apr 01 16:54:20 +0000 2024,Netral
sambut mudik lebaran 2500 bus siap terminal purabaya bal nadiem menteri atr pramuka 2000 wib masih pagi,KemalSubianto,Mon Apr 01 04:24:49 +0000 2024,Netral
mudik gratis 04 april 2024 0800 wib stagedung pbnu tuju sumatera lampung amp palembang jawa tengah wonosobo solo amp blora di yogyakarta jawa timur 1 blitar surabaya jawa timur 2 madura sumenep jawa timur 3 banyuwangi,trurtles,Mon Apr 01 10:18:19 +0000 2024,Netral
mudik ceria tetap hati2 jalan,samuelernando22,Mon Apr 01 10:04:35 +0000 2024,Netral
balada singke parent mudik gin hapalagi kalo ibu anak pertama dua beda dohh musibah,taosophie,Mon Apr 01 12:21:02 +0000 2024,Netral
gake88 gake89 gake90 gake91 gake92 mudik tanggal berapa,aewin86,Mon Apr 01 11:29:51 +0000 2024,Netral
ributin kkb papua gk kelar2 di tmpt malah bobol warga china hilir mudik ini sistem tahan teritorial kt sbnrnya kuat apa sih,gmupd1993,Mon Apr 01 22:26:59 +0000 2024,Netral
mudik bukan di tuju juga tentang selamat diri keluarga mudik naik motor risiko tinggi bahaya kamu orang cinta jadi pilih moda transportasi lebih aman kereta api bus pesawat sobat polri sumber,DivHumas_Polri,Mon Apr 01 04:06:16 +0000 2024,Netral
ceritain alam mudik ga bakal klian lupain guys,convomfs,Mon Apr 01 14:26:33 +0000 2024,Netral
ngatain tol manfaat kendara pribadi girang kalau gratis mudik p,bbbekti,Mon Apr 01 15:46:05 +0000 2024,Netral
sejak awal buka mudik gratis 2024 bagai instansi masyarakat heboh calo tiket bantu perintah sebut sejati mudik gratis rupa bantu perintah bagi swasta ringan beban masyarakat kendala biaya mudik,jalur5_,Mon Apr 01 01:31:59 +0000 2024,Netral
early mudik,IQratarata,Mon Apr 01 22:56:38 +0000 2024,Positif
ri tak bisa gratis tarif tol mudik malaysia kenapa,OposisiCerdas,Mon Apr 01 17:42:50 +0000 2024,Netral
ayoo mudik bareng nabilataqiyyah dengar ku ingin pisah,panduLidi,Mon Apr 01 02:51:44 +0000 2024,Netral
mudik guna transportasi umum tawar banyak untung banding kendara pribadi guna transportasi umum rupa pilih tepat jalan nyaman aman hemat ramah lingkung nyaman hari raya siaplebaran2024,Res1Tulungagung,Mon Apr 01 06:07:42 +0000 2024,Netral
mumpung malaikat ridwan mudik calo surga mitfah bagi2 kavling dukung 02,Budiady5,Mon Apr 01 11:37:43 +0000 2024,Netral
apakah thr sudah cair kawans sila bawa mudik bukubuku pramoedya ananta toer kondisi mulus kinclong semua edisi kertas hvs bumi manusia amp jalan raya pos langsung dm jika minat cek kondisi detail transaksi,ujungbuku,Mon Apr 01 11:38:31 +0000 2024,Netral
hindar padat arus lalin korlantas polri menghimbau masyarakat tentu waktu jalan mudik berangkat pasuk puncak kendara jadi jalan mudik 2024 lancar aman nyaman siaplebaran2024 nyaman hari raya,merieca,Mon Apr 01 05:50:15 +0000 2024,Netral
mudik asik,MetroGroup77405,Mon Apr 01 09:17:59 +0000 2024,Netral
sunmori tadarus shubuh kaya deh gas ga mumpung mudik wkwkkwk gaybandung gaymalang,albieghaisanaa,Mon Apr 01 13:50:11 +0000 2024,Netral
mudik duluan,rojemerra,Mon Apr 01 10:35:36 +0000 2024,Netral
sengg kalian mudik kaahh,syxfaaa_nb,Mon Apr 01 15:13:23 +0000 2024,Netral
yang lebaran idul fitri gak mudik krna tiket mahal tapi tetep pingin makan enak gak masak gak pulang kampung ini aku bukain po tgl 1 amp 8 april 2024 khusus tgl 8 april sedia ketupat opor paket lebaran porsi 2 orang 225rb rendang 100gr ketupat,melanieppuchino,Mon Apr 01 07:39:40 +0000 2024,Netral
mudik bukan di tuju juga tentang selamat diri keluarga mudik naik motor risiko tinggi bahaya kamu orang cinta jadi pilih moda transportasi lebih aman kereta api bus pesawat sobat polri,humaspoldajbr,Mon Apr 01 06:01:34 +0000 2024,Netral
always the nganter temen mudik not the mudik one,inoue_asuri,Mon Apr 01 11:31:13 +0000 2024,Netral
mudik aman ceria,ruslanhadib,Mon Apr 01 07:21:27 +0000 2024,Netral
mudik ceria hati hati jalan,senopa60331,Mon Apr 01 10:03:56 +0000 2024,Netral
gaes temen ku mau kasih tiket dday movie tgl 10 april cgv cyber park bekas tiket dah beli tp tgl segitu gabisa nonton karna mudik sayang bgt kalo hangus kira2 sini dom bekas tgl segitu bisa nonton note yang mau mau aja,vtreelogy,Mon Apr 01 04:26:47 +0000 2024,Netral
ri tak bisa gratis tarif tol mudik malaysia kenapa,PutraErlangga95,Mon Apr 01 21:12:57 +0000 2024,Netral
mudik ceria hati hati jalan,Ferri254,Mon Apr 01 10:06:35 +0000 2024,Netral
everyone around me is questioning ga mudik,lagisukabobo,Mon Apr 01 03:33:13 +0000 2024,Netral
mudik ceria hatihati jalan,GunDalf888,Mon Apr 01 09:14:08 +0000 2024,Netral
sistem arus mudik,humas_sekpatrol,Mon Apr 01 10:57:30 +0000 2024,Netral
moodku nyadar senin akhir sblm mudik yay,eonnidaa,Mon Apr 01 01:05:55 +0000 2024,Netral
mudik aman ceria,zainilakbar,Mon Apr 01 07:25:08 +0000 2024,Netral
jelang mudik lebaran,Polsekpamsel,Mon Apr 01 08:37:53 +0000 2024,Netral
mudik ceria hati hati jalan,Pujanggalapuk1,Mon Apr 01 11:14:37 +0000 2024,Netral
mudik ceria hati hati jalan,totobaqi,Mon Apr 01 09:45:35 +0000 2024,Netral
mudik ceria hati hati jalan,gumilar_1983,Mon Apr 01 10:37:08 +0000 2024,Netral
perintah malaysia resmi laku bebas tarif jalan tol sambut hari raya idul fitri 1445 h bagaimana indonesia bisnisupdate update bisnis text,kumparan,Mon Apr 01 23:52:11 +0000 2024,Netral
mudik aman ceria,Luffydrago75957,Mon Apr 01 10:27:31 +0000 2024,Netral
mudik ceria hati hati jalan,any_cinta88,Mon Apr 01 09:19:28 +0000 2024,Netral
mudik jerry hatihati jalan,CoffenBee,Mon Apr 01 09:00:16 +0000 2024,Netral
siap mudik lebaran 2024 polisi tni jombang sidak spbu lancar nyaman sedia stock bensin banyak yang mudik lancar kampung halaman siaplebaran2024 nyaman hari raya,sayadebus,Mon Apr 01 05:51:08 +0000 2024,Netral
nanya adek kamu mau dibawain apa pas kakak mudik lebaran jawab aku mau kopi famima liter deh kak noooooooooo my sister is making kopi famima oleholeh khas jakarta,kleponwajik,Mon Apr 01 07:19:35 +0000 2024,Netral
selasa 02 april 2024 hari ke23 tetap olah raga beban berat mudik idulfitri lebaran semuaorang,GloballandSby,Mon Apr 01 21:10:44 +0000 2024,Netral
mudik ceria hati2 jalan,Raramangku,Mon Apr 01 09:50:33 +0000 2024,Netral
udahh ken cepet cepet libur ken cepet cepet mudik,Iyung_4,Mon Apr 01 22:05:58 +0000 2024,Netral
mudik gratis ekonominasional,infomeong,Mon Apr 01 08:23:36 +0000 2024,Netral
optimalisasi arus mudik lebaran 2024 polri jalin kerja sama dengan google maps dalam upaya sukses lancar arus mudik balik lebaran 2024 polisi negara republik indonesia lalu korlantas polri kerja sama google nyaman hari raya siaplebaran2024,1trenggalek,Mon Apr 01 05:23:13 +0000 2024,Netral
mudik,Fathna17,Mon Apr 01 22:44:14 +0000 2024,Netral
mudik ceria hatihati jalan,KenArok4444,Mon Apr 01 10:35:16 +0000 2024,Netral
mudik ceria,Joe_clash38896,Mon Apr 01 12:24:47 +0000 2024,Netral
tips aman kendara pada malam hari sobat polri tidak asa libur lebaran 2024 sebentar ya nah kamu akan laku mudik lebaran 2024 khusus guna kendara pribadi malam hari aku punya beberapa tips nih siaplebaran2024,HumasPoldaJatim,Mon Apr 01 05:31:48 +0000 2024,Netral
mulai 5 april 2024 polda metro jaya laku sistem one way jalan masyarakat mudik jalan aman lancar semua rasa nyaman hari raya kampung halaman masingmasing siaplebaran2024,ivanckak,Mon Apr 01 05:50:00 +0000 2024,Netral
mudik lebaran2024 puasa2024 aman,negativvcovid19,Mon Apr 01 12:02:34 +0000 2024,Netral
kece spbu dalam rangka antisipasi mudik lebaran 2024,polsek_Sluke,Mon Apr 01 06:33:18 +0000 2024,Netral
seru yah kayak mudik,loeymiee,Mon Apr 01 06:28:50 +0000 2024,Netral
why this is so true as for someone who is not mudik and should be waiting for others saudara to come lebaran agenda after sholat keliling kampung and makan is turu i need more agenda ben ga mari solat langsung nonton presiden solat nang tv,aanneca,Mon Apr 01 15:15:44 +0000 2024,Positif
lebaran mudik ga gaes,elssviraaa,Mon Apr 01 07:07:14 +0000 2024,Netral
aku ken mudik,yeriBDG,Mon Apr 01 16:17:43 +0000 2024,Netral
kalo pulang mudik banyak tanya ya jawab aja kelak hari kita mudik ngga ada yang nanya,fajarnugros,Tue Apr 02 17:01:42 +0000 2024,Netral
niat mudik duite ngepress jam sahur ada kuota motis selatan pasar senen tuju madiun via selatan sampenya pas habis buka puasa only 86rb pesan apk kai access,calomagang,Tue Apr 02 12:22:41 +0000 2024,Netral
pingin mudik,_indahsusanti20,Tue Apr 02 22:36:23 +0000 2024,Netral
mudik tlah tibamudik tlah tiba hore hore hore bye balisee you as soon as possible jawa wait for me i will come,BosBakiak,Tue Apr 02 11:55:34 +0000 2024,Netral
warga upi udah mulai mudik smt 8 atas ngeh soundnya mirip lagu apa wkwk,UPIfess,Tue Apr 02 21:35:20 +0000 2024,Netral
buat akan mudik hati hati jalan periksa kendara jalan utama rem pasti fungsi baik jan lupa ban di cek musim hujan jalan licin soal kalo botak ganti pelan pelan opor ayam rendang juga mateng,Catatan_ali7,Tue Apr 02 22:10:47 +0000 2024,Netral
polres tulungagung bagi tips mudik aman mudik nyaman untuk mudik aman nyaman polres tulungagung fasilitas warga tulungagung akan mudik buka layan titip kendara barang harga tinggal mudik,Res1Tulungagung,Tue Apr 02 13:34:40 +0000 2024,Netral
jog saran giat biar gabosen pas jalan mudik dong aku mudik bantul sleman,jogmfs,Tue Apr 02 08:11:47 +0000 2024,Netral
motor saat mudik pria ini sesat sendiri di buah kampung transparan waktu saya nyasar kampung semua makhluk nya kaya hologram alias transparan kok ya kampung kaya gin a thread ceritaserem bacahorror,RJL5_official,Tue Apr 02 10:23:12 +0000 2024,Netral
yayyy mudik season the mudik season in question,hagvocate,Tue Apr 02 16:27:10 +0000 2024,Netral
mudik,Vanderwoodsen_6,Tue Apr 02 22:56:23 +0000 2024,Netral
tadi siang diajakin temen gramedia suruh milih buku apa aja aku mau yang bayar buat hadiah pisah katanyakarena besok hari akhir aku ngantor mudik resign ke gramednya hepi pulang sedih,redpeanut08,Tue Apr 02 08:47:14 +0000 2024,Netral
thr turun langsung gas mudik,akumakanbuku,Tue Apr 02 10:22:35 +0000 2024,Netral
ada lebaran jakarta cobain taman piknik museum satria mandala golergoler rumput nikmat langit biru jakarta jarang banget karena mudik feat preman bulu tempat,mcitraningrum,Tue Apr 02 05:36:20 +0000 2024,Netral
siapa udah siap2 mudik packingnya dah sampe mana jangan ada tinggal loh sunscreen sunscreen racuninskincare,windanoona_,Tue Apr 02 08:38:56 +0000 2024,Netral
mudik dulu gaes,bangwoozi,Tue Apr 02 12:59:43 +0000 2024,Netral
hrd tahu pegawai mau mudik h10,RizkymandallaMP,Tue Apr 02 08:15:44 +0000 2024,Netral
eh anak rantau dah mudik bom,collegemenfess,Tue Apr 02 09:04:38 +0000 2024,Netral
kue lebaran a thread congratulations v riize best debut album layover seulgi txt tomorrow out now selasa cerah april mop mudik,eszeworld,Tue Apr 02 05:20:14 +0000 2024,Positif
guys mohon jangan beli tiket motis benar benar butuh mudik kasihan saudara saudara beneran butuh mudik kendala biaya gilir mudik gratis eh dicaloin buat ngetrip tahan dulu dahulu yang memang butuh,jr205newlivery,Tue Apr 02 01:45:51 +0000 2024,Netral
mudik,ArgandaGt,Tue Apr 02 18:27:50 +0000 2024,Netral
panas gegara negeri tetangga gratis tol saat mudik dpr desak basuki naik diskon tarif tol jadi 50 persen mudik lambe waras bisa kagak luhjangan sok jago saja mau bangun ikn yang ada mobil terbang belaga sok jadi negara kaya gratis tol saja engga sanggup,abu_waras,Tue Apr 02 08:39:06 +0000 2024,Netral
ada ga mudik takut bgt klo bakal kost sendiri,pnyspnih,Tue Apr 02 08:46:11 +0000 2024,Netral
mudik nih cerita,KiraraAmerta,Tue Apr 02 11:42:15 +0000 2024,Netral
ofkros exhuma utk ke12 sekaligus ngapelin kimgoeun akhir kali bom mudik lebaran rasarasanya ga afdol kalo ga nonton mall,aprizqiani,Tue Apr 02 12:02:16 +0000 2024,Netral
balik mudik belum lengkap kalau kalian bom acara reuni bahagia ada sama genshin impact nih kalian bakal dapetin amplop thr lucu gambar karakter sumeru tighnari collei coba untung gacha kalian siapa tau dapet figure kayak aku,larochefort11,Tue Apr 02 13:08:25 +0000 2024,Netral
dear all siapa tahu yang dapat tiket mudik area bandar lampung dsk colek aku betul aku bawa mobil masih spare 2 3 orang rencana berangkat jatibening bekas jumat pagi tanggal 5 april syarat via dm,I_am_BOA,Tue Apr 02 09:02:30 +0000 2024,Netral
gelombang mudik mulai kapan ges rindu jakarta kosong,fxmario,Tue Apr 02 07:12:27 +0000 2024,Netral
mudik,agoygnf,Tue Apr 02 16:57:20 +0000 2024,Netral
buat lagi siapsiap mudik saya kasih rekomendasi kuliner jateng kali mulai kuliner 3 jenis soto semua wajib mampir puanmaharani,puanmaharani_ri,Tue Apr 02 12:14:42 +0000 2024,Netral
moga tetep yang nenongkin kucing lama mudik nder,xClobin,Tue Apr 02 05:00:37 +0000 2024,Netral
mudik gujes gujes,afaojil,Tue Apr 02 05:33:19 +0000 2024,Netral
tol fungsional jogjasolo arus mudik tahun panjang hingga exit tol karangnongko sta 25 lalu kebonarum klaten namun operasional exit tol sebut sifat situasional ariechidori kakatv,Jateng_Twit,Tue Apr 02 06:45:45 +0000 2024,Netral
bentar jakarta bakal jadi milik kalian gak mudik,hasamici,Tue Apr 02 05:18:00 +0000 2024,Netral
mudik dolooo,dancingrain2020,Tue Apr 02 23:11:15 +0000 2024,Netral
a day before mudik but the studio make me an all nighter bro what has our society come to,chillingoodd,Tue Apr 02 15:16:09 +0000 2024,Netral
sekalikali ikut kali talikasihhrdbacot ga mudik kemana2 tp kalo soal kopi pun sih siapa tau arah,__winda,Tue Apr 02 16:45:17 +0000 2024,Netral
rumah cinta mesti mohon maaf lahir batin gaessalimm mudik lebaran2024,Ardi_Mahendra_G,Tue Apr 02 17:27:50 +0000 2024,Netral
ri tak tiru malaysia gratis tol mudik ganggu investasi,TirtoID,Tue Apr 02 07:04:05 +0000 2024,Netral
sedih kali aku liat harga tiket pesawat mudik enih,asahiecstasy,Tue Apr 02 13:09:46 +0000 2024,Netral
yaampun ak mudik tok kan aku balik kan pls iya,IniAdalahLily,Tue Apr 02 17:04:48 +0000 2024,Netral
ah finally talikasihhrdbacot 3 sekaligus beda bera orang loh gaboleh maruk yang mudik tangsel sumatera ke jabar based hari hari jabodetabek only perlu cp dm saja,raniskan,Tue Apr 02 12:06:39 +0000 2024,Netral
sudah mudik nih kelok mertan view kulon progo yogyakarta yudhiawanrollover,merapi_uncover,Tue Apr 02 03:27:48 +0000 2024,Netral
siap mudik,vnatata_,Tue Apr 02 15:39:02 +0000 2024,Netral
kena angin mudik jadi gitu,p4carchae,Tue Apr 02 07:12:20 +0000 2024,Netral
im so so so excited hari aku mudik jogja o,Stoarsi,Tue Apr 02 01:46:30 +0000 2024,Positif
8 hari hari raya siap ditanyaain keluarga kampung kerja mulu kapan nikah bantu jawab pasuk q2 buka talikasihhrdbacot spesial nyari pasang serius reply twit dgn pap yang paling tarik dan mudik siapa tau arah,hrdbacot,Tue Apr 02 11:15:45 +0000 2024,Netral
mekinsei a i u a i u ga ngerti apa2 saran2 copas umbi remah rengginang underpaid tp mekinsei ttp bayar mahal utk cap eksternal klo jd menhub bilang h10 mudik mah sekali untuk ppt cantik bhs keminggris sophisticated fafifuwasweswos fix jadi mekinsei,ivanicf1,Tue Apr 02 10:57:28 +0000 2024,Positif
hindar macet budi karya imbau masyarakat mudik lebih awal balik lebih akhir nah kalo semua nurut bukan sama aja apa gk yang lbh konkret gitu imbau kebiri otak,T0M5helby,Tue Apr 02 06:18:28 +0000 2024,Netral
offday before mudik,pacurapacura,Tue Apr 02 02:14:44 +0000 2024,Netral
list barang bawa mudik 1 laptop 2 baju opsional,sansu_the_dove,Tue Apr 02 22:57:38 +0000 2024,Netral
mudik aman,LentaLenta12154,Tue Apr 02 01:51:40 +0000 2024,Netral
kalo cuman nyaranin nyokap udh nyaranin mudik dri sekarang aja,burburayamm,Tue Apr 02 04:49:49 +0000 2024,Netral
moga mudik beri lancar,Miola444,Tue Apr 02 05:53:53 +0000 2024,Netral
pssi satu sepakbola sangat intoleran masih suasana lebaran kok suruh maen bal2an main staf latih butuh mudik momen kumpul keluarga makin edan depan,RezkyRamadhanz,Tue Apr 02 11:45:06 +0000 2024,Positif
nyari jawab lucu kalo tanya kerja mulu kapan nikah minimal nemenin gue mudik ga asa mudik talikasihhrdbacot,stroshelly,Tue Apr 02 13:57:27 +0000 2024,Negatif
moga mudik beri lancar,Miola444,Tue Apr 02 06:02:22 +0000 2024,Netral
moga mudik beri lancar,luluuole,Tue Apr 02 07:02:03 +0000 2024,Netral
moga mudik beri lancar,luluuole,Tue Apr 02 07:08:16 +0000 2024,Netral
tahun mudik bdgtsmbnjrngr balik jkt kerja aaaaa moga umur 26 masih kuat mudik jauh jauh via darat talikasihhrdbacot serius cari serius,faithfullysour,Tue Apr 02 11:47:33 +0000 2024,Netral
sudah siap mudik motor 6 jam yh siap,frecklesfelixeu,Tue Apr 02 23:21:03 +0000 2024,Netral
mudik sama siapa sama pacar hehe,lovelyyyzh,Tue Apr 02 06:14:40 +0000 2024,Netral
mudik arc begin,MajikBean69,Tue Apr 02 11:27:29 +0000 2024,Netral
akhir mudik,bebebacot,Tue Apr 02 15:40:03 +0000 2024,Netral
kapolri jenderal polisi drs listyo sigit prabowo m si imbau masyarakat akan mudik atur waktu jalan salah satu hindar puncakpuncak arus mudik hal sebut sampai kapolri laku tinjau sama panglima tni jenderal tni,DivHumas_Polri,Tue Apr 02 23:43:52 +0000 2024,Netral
jelang arus mudik lebaran aleg pks 85 88 jembatan nasional dalam kondisi rusak,FPKSDPRRI,Tue Apr 02 03:14:26 +0000 2024,Netral
prediksi puncak arus mudik amp tips dapat tiket mudik guys kalian mudik h berapa lebaran nih kalau survei prediksi gera masyarakat lama lebaran 2024 puncak arus mudik kira jadi h2 lebaran prediksi tadi nampaknya sesuai,KAI121,Tue Apr 02 04:55:57 +0000 2024,Netral
mudik dulu pulau jawa open house balikpapan tanggal 12,andresamuel469,Tue Apr 02 04:37:18 +0000 2024,Netral
pak ken mudik lebih awal atas baru ngasih libur tgl 8,tanyakanrl,Tue Apr 02 03:33:19 +0000 2024,Netral
kapolri imbau masyarakat hindar arus puncak mudik kapolri jenderal polisi drs listyo sigit prabowo m si imbau masyarakat atur waktu jalan mudik hindar puncak arus mudik lebaran 2024 imbau sebut sampai kapolri dasar prediksi,DivHumas_Polri,Tue Apr 02 08:10:53 +0000 2024,Netral
mudik ahkhirnya kalian kpn gayjogja,Ayonaz4,Tue Apr 02 05:31:42 +0000 2024,Netral
mudik bareng puppym sampe di malang,Chartreuse04,Tue Apr 02 23:53:38 +0000 2024,Netral
apresiasi polri mulai siap arus lalu lintas mudik fahira idris sebut 4k agar mudik lancar saya apresiasi kesiap perintah lalu korps lalu lintas korlantas polri menteri hubung menteri kerja umum rumah rakyat pupr jasa raharja,fahiraidris,Tue Apr 02 09:12:12 +0000 2024,Netral
umum nyata tahun ada mudik gratis kalimantan barat gaes sila daftar minat tahun saya skip soal mau bawa motor atap bis yang mustahil kalau naik mudik gratis,FuzaFirdaus,Tue Apr 02 12:54:42 +0000 2024,Netral
siap awal mudik ceria nyaman catat nomor penting ikut beberapa nomor penting perlu kamu catat jika tanya maupun adu putar lalu lintas jalan tol kamu hubung nomor tera moga jalan mudik ceria aman nyaman,DivHumas_Polri,Tue Apr 02 04:51:14 +0000 2024,Netral
siapa nih udah siap mudik lebaran tahun kabar gembira lama arus mudik lebaran 69 april 2024 arus balik lebaran 1215 april 2024 transjakarta panjang jam operasional 14 koridor utama hingga pukul 2400 wib,PT_Transjakarta,Tue Apr 02 11:24:34 +0000 2024,Netral
kelas sepi bgt semua izin mudik jir aokwoakwowk,monfcshiro,Tue Apr 02 07:54:31 +0000 2024,Netral
mudik pasti excited lebaran lengkap mudik kan nah kalau kamu mending beli tiket jauh hari prefer sedapetnya aja ambil tiket share pilih sini,myXLCare,Tue Apr 02 09:00:01 +0000 2024,Positif
jelang mudik lebaran 2024 polri ungkap kasus penyalahgunaan bbm bagai modus dittipidter bareskrim polri laksana awas tega hukum kait penyalahgunaan bahan bakar minyak bbm jelang hari raya idul fitri 1445 hijriah dari hasil awas sebut,DivHumas_Polri,Tue Apr 02 23:48:22 +0000 2024,Netral
ken ngerasain mudik hahaha talikasihhrdbacot,devideeey,Tue Apr 02 12:19:40 +0000 2024,Positif
jadi hari dah tinggal uwa mudik duluan bogor terus sendiri jadi suruh tidur tempat sepupu terus jadi gabisa tidur gin hfff,thedeepstories_,Tue Apr 02 16:31:19 +0000 2024,Netral
karna polresta surakarta turun ijin ada ramai karna fokus aman arus mudik tanding pss vs arema pasti tonton cokk mugo2 ora ngene ki wae lah,Ramadhanwp3,Tue Apr 02 13:53:06 +0000 2024,Netral
menhub budi karya rapat siap mudik tahun 2024 komisi v dpr dalam rapat diri minta masyarakat mudik lebih awal kembali lebih lama,detikcom,Tue Apr 02 07:35:00 +0000 2024,Netral
sepi banget kampus udh mudik ni anak anak,iamchiatto,Tue Apr 02 05:51:10 +0000 2024,Netral
menhub polisi dishub mah gak jalur pantura krw semua u turn tutup orang jawa mudik lancar warloknya bingung mau kerja uturnnya tutup,sipapahmuda,Tue Apr 02 08:03:44 +0000 2024,Netral
aman kucing tinggal mudik,antecessore,Tue Apr 02 06:40:44 +0000 2024,Netral
dinas hubung dki jakarta siap 13 truk angkut sepeda motor arus mudik 10 unit truk balik metro adadikompas,hariankompas,Tue Apr 02 09:09:35 +0000 2024,Netral
beda indonesia malaysia gratis tol mudik lebaran 2024,Kopipait__78,Tue Apr 02 04:00:06 +0000 2024,Netral
